F2,F3,F1,F11,F4,F6,F10,F9,F5,F7,F12,F8,out
3.561,5.145,4.185,1.105,5.049,1.344,1.506,0.5896,0.7996,0.6482,0.7556,0.3052,c
3.777,5.223,3.86,1.077,5.029,1.201,1.75,0.5688,0.7227,0.6104,0.8093,0.2856,c
3.536,5.336,3.862,1.046,4.7,1.353,1.658,0.6531,0.7324,0.5115,0.8936,0.2539,c
3.536,5.164,4.224,1.083,4.95,1.208,1.821,0.5981,0.863,0.5566,0.9277,0.3442,c
3.605,5.222,3.954,0.9753,5.116,1.244,1.787,0.6213,0.8093,0.4456,0.6165,0.26,c
3.635,5.31,3.833,1.193,4.926,1.34,1.871,0.5725,0.9937,0.5481,0.7117,0.4236,c
3.685,5.842,3.877,1.172,4.844,1.284,1.892,0.6702,0.824,0.5664,0.6665,0.3088,c
3.439,5.074,3.955,1.121,4.86,1.305,1.913,0.5835,0.7666,0.5701,0.498,0.2771,c
3.578,5.702,4.128,1.093,5.244,1.407,1.842,0.3149,0.658,0.4224,0.7678,0.188,c
3.756,5.082,3.978,1.086,4.988,1.392,1.981,0.6836,0.741,0.5444,0.8813,0.3406,c
3.699,5.326,4.194,0.9485,4.812,1.405,2.051,0.8203,0.7617,0.5872,0.6775,0.2356,c
3.579,5.326,4.275,1.146,4.955,1.382,1.953,0.5896,0.7764,0.5005,0.8618,0.2441,c
3.582,5.439,4.254,1.118,5.066,1.283,2.064,0.6262,0.7959,0.5115,0.8716,0.3125,c
3.428,5.385,4.177,0.9375,4.977,1.434,2.113,0.5029,0.8972,0.5139,0.7312,0.2649,c
3.56,5.455,4.171,1.133,4.929,1.472,2.192,0.7812,0.8801,0.5347,0.6335,0.3699,c
3.58,5.638,4.282,1.056,4.89,1.418,2.136,0.7361,0.7202,0.5298,0.946,0.2539,c
3.513,5.444,4.268,1.268,5.284,1.367,2.086,0.5811,0.7898,0.4956,0.6677,0.2063,c
3.767,5.266,4.052,1.256,5.056,1.35,2.039,0.5469,0.769,0.6152,0.8862,0.2832,c
3.418,5.511,4.156,1.298,4.91,1.356,2.133,0.7251,0.7849,0.4761,0.5371,0.1172,c
3.586,5.353,4.136,1.194,5.116,1.428,2.156,0.614,0.824,0.4944,0.8228,0.2271,c
3.723,5.145,4.163,1.135,4.99,1.462,2.445,0.675,0.8765,0.5591,0.6982,0.2893,c
3.473,5.242,4.318,1.176,5.161,1.461,2.228,0.6445,0.8459,0.4687,0.719,0.2734,c
3.619,5.381,4.236,1.217,4.775,1.428,2.277,0.6726,0.719,0.4944,0.8264,0.1978,c
3.423,5.632,4.388,1.294,5.327,1.401,2.241,0.6323,0.7019,0.5518,0.8179,0.282,c
3.387,5.371,3.933,1.075,4.966,1.483,2.195,0.7385,0.7788,0.5713,0.9155,0.2551,c
3.636,5.472,4.052,1.182,5.22,1.208,2.059,0.6885,0.741,0.5554,0.7727,0.1477,c
3.439,5.707,4.055,1.074,5.135,1.464,2.22,0.5762,0.8118,0.542,0.9119,0.2429,c
3.42,5.723,4.299,1.287,4.893,1.432,2.307,0.6262,0.8728,0.5688,0.7678,0.2539,c
3.403,5.782,4.054,1.174,5.189,1.332,2.032,0.6714,0.8752,0.5676,0.8765,0.2246,c
3.411,5.52,3.896,1.219,5.012,1.349,2.25,0.575,0.78,0.4993,0.7166,0.2856,c
3.516,5.071,4.246,1.139,4.701,1.448,2.22,0.6189,0.8228,0.4675,0.7214,0.3577,c
3.579,5.089,4.207,1.169,4.917,1.501,2.277,0.6201,0.6543,0.6482,0.8093,0.2405,c
3.601,5.449,4,1.075,4.962,1.372,2.322,0.6641,0.7898,0.6177,0.9363,0.4004,c
3.505,5.626,3.94,1.158,4.628,1.398,2.125,0.4993,0.8154,0.5884,0.8252,0.2722,c
3.524,5.328,3.979,1.132,5.222,1.344,2.283,0.4858,0.7483,0.4138,0.5835,0.2771,c
3.438,5.314,4.225,1.074,5.281,1.475,2.147,0.7129,0.686,0.4712,0.9668,0.2393,c
3.688,5.66,4.053,1.047,4.996,1.448,2.355,0.6641,0.8545,0.5737,0.99,0.415,c
3.527,5.417,4.296,1.238,5.209,1.371,2.202,0.7104,0.7336,0.4675,0.8191,0.1086,c
3.492,5.356,4.071,1.184,5.083,1.45,2.332,0.6494,0.7373,0.5652,0.8398,0.2551,c
3.638,5.372,4.28,1.166,4.816,1.509,2.311,0.5737,0.8069,0.6445,0.7507,0.321,c
3.749,5.236,4.313,1.135,5.005,1.426,2.366,0.5164,0.8069,0.5212,0.8533,0.3601,c
3.613,5.422,4.121,1.237,4.677,1.426,2.181,0.5957,0.7788,0.6934,0.9387,0.2283,c
3.459,5.366,4.004,1.066,4.622,1.243,2.104,0.6079,0.7007,0.5591,0.8862,0.3125,c
3.541,5.433,4.006,1.271,4.89,1.438,2.313,0.603,0.7739,0.4858,0.813,0.199,c
2.428,2.922,1.511,1.167,2.174,0.1038,1.484,0.2954,0.3223,0.155,5.697,0.1477,a
2.612,2.919,1.445,1.033,2.106,0.2588,1.487,0.1807,0.1709,0.2686,5.399,0.1526,a
2.357,3.129,1.34,1.13,2.177,0.1367,1.433,0.1697,0.1624,0.1428,5.116,0.08179,a
2.448,2.782,1.399,1.353,2.224,0.1819,1.426,0.08179,0.1672,0.2075,5.265,0.02563,a
2.43,3.053,1.471,1.075,2.12,0.2087,1.343,0.2148,0.2051,0.1782,5.746,0.1697,a
2.592,3.035,1.392,1.187,1.963,-0.03784,1.414,0.2332,0.2173,0.1562,4.962,0.1428,a
2.415,2.982,1.492,1.008,2.008,0.09644,1.454,0.1807,0.2417,0.0293,5.488,0.03174,a
2.462,2.993,1.517,1.172,2.141,0.1746,1.394,0.238,0.1978,0.1147,5.647,0.155,a
2.413,2.999,1.511,1.185,2.179,0.1257,1.42,0.2161,0.2344,0.2454,5.648,0.1453,a
2.538,3.031,1.418,1.173,1.915,0.238,1.423,0.2515,0.2063,0.1099,5.614,0.1099,a
2.576,3.009,1.434,1.184,2.152,0.188,1.515,0.01099,0.2734,0.238,5.411,0.1416,a
2.449,2.826,1.342,1.088,2.145,0.1697,1.495,0.188,0.2271,0.1611,5.566,0.1746,a
2.395,3.065,1.581,1.119,2.02,0.1794,1.41,0.1733,0.2246,0.1965,4.921,0.04639,a
2.596,2.979,1.451,1.183,2.186,0.03906,1.35,0.2063,0.1782,0.09888,5.398,0.2795,a
2.317,2.946,1.447,1.158,2.141,0.1807,1.368,0.07935,0.3174,0.144,5.568,0.1221,a
2.471,2.8,1.544,1.136,1.937,0.155,1.328,0.1758,0.1843,-0.1074,5.443,0.1758,a
2.601,2.999,1.415,1.121,2.024,0.127,1.364,0.3125,0.1758,0.2039,5.5,0.01709,a
2.614,2.948,1.494,1.082,2.139,0.06348,1.412,0.2417,0.1721,0.09155,5.391,0.02808,a
2.4,2.676,1.436,1.163,1.705,0.05615,1.353,0.1831,0.2539,0.2014,5.383,0.1147,a
2.507,3.044,1.481,1.254,1.857,0.2747,1.41,0.09888,0.1965,0.3467,5.068,0.09521,a
2.654,2.991,1.58,1.342,2.054,0.1611,1.392,0.1245,0.1074,0.2063,4.935,0.2271,a
2.389,2.888,1.451,1.123,1.981,0.1038,1.407,0.2368,0.3455,0.1611,5.404,0.144,a
2.482,2.833,1.528,1.132,1.964,0.1843,1.443,-0.02808,0.09644,0.1892,4.801,0.1135,a
2.429,2.969,1.484,1.132,1.981,0.1733,1.3,0.1343,0.2124,0.2527,5.767,0.001221,a
2.539,2.847,1.399,1.144,2.214,0.177,1.423,0.09766,0.177,0.1587,5.166,0.1636,a
2.671,3.152,1.437,1.085,1.96,0.1892,1.326,0.2405,0.238,0.1453,5.209,-0.07324,a
2.509,3.01,1.425,1.14,1.938,0.1147,1.445,0.07324,0.3088,0.1233,5.421,0.07568,a
2.499,2.83,1.322,1.034,2.244,0.2051,1.449,0.2283,0.177,0.238,5.021,0.1538,a
2.491,2.849,1.467,1.154,1.788,0.1782,1.368,-0.01343,0.2222,0.1672,5.723,0.1074,a
2.507,2.894,1.588,1.177,2.139,0.1489,1.461,0.1624,0.1917,0.166,5.027,0.1135,a
2.631,2.969,1.373,0.9888,2.112,0.1917,1.528,0.1721,0.2002,0.2124,5.524,0.06958,a
2.493,2.968,1.378,1.069,1.986,0.127,1.309,0.2185,0.3052,0.1929,4.963,0.1001,a
2.626,3.047,1.493,1.145,2.012,0.2747,1.422,0.2478,0.2625,0.2515,5.503,0.1428,a
2.498,2.792,1.71,1.069,2.405,0.2563,1.392,0.21,0.188,0.2466,5.068,0.2173,a
2.399,3.176,1.646,1.31,2.738,0.2795,1.361,0.4248,0.3882,0.1965,5.001,0.09644,a
2.48,3.229,1.718,1.226,2.927,0.2563,1.407,0.3735,0.3064,0.3113,5.477,0.1721,a
2.253,3.306,1.794,1.158,3.159,0.2856,1.477,0.4529,0.3613,0.2197,5.551,0.05249,a
2.402,3.245,1.979,1.113,3.215,0.3235,1.418,0.2783,0.2771,0.2576,5.526,0.2112,a
2.45,3.357,2.335,1.241,2.963,0.2881,1.517,0.3369,0.3906,0.2197,5.037,0.1428,a
2.344,3.638,3.164,1.122,4.086,0.5139,1.538,0.3247,0.9167,0.4614,4.772,0.293,a
2.051,4.479,3.809,1.342,5.377,0.9729,1.488,1.049,1.265,0.686,5.237,0.5273,a
1.892,5.388,4.052,1.554,5.432,1.501,1.81,1.454,1.611,0.9277,4.807,0.4614,a
1.785,5.637,4.425,2.031,5.642,1.958,2.576,1.653,1.847,0.9229,4.832,0.5664,a
1.735,5.319,4.436,2.489,5.88,2.312,3.776,1.827,1.91,1.04,5.685,0.553,a
1.586,5.242,4.531,2.798,5.83,2.279,4.924,1.826,2.087,1.107,4.977,0.6201,a
1.422,5.703,4.468,5.46,5.914,2.496,5.183,1.996,2.207,1.121,5.518,0.7031,a
1.36,5.388,4.484,5.294,5.874,2.557,5.029,2.045,2.201,1.101,5.051,0.603,a
1.266,5.596,4.337,5.59,5.895,2.726,5.007,2.103,2.144,1.211,5.69,0.5164,a
1.259,5.548,4.465,5.427,5.935,2.655,5.168,2.208,2.247,1.112,4.974,0.6897,a
1.169,5.299,4.568,5.568,5.858,2.747,5.215,2.137,2.333,1.223,5.334,0.6555,a
1.239,5.776,4.366,5.438,5.936,2.71,4.941,2.156,2.246,1.213,5.278,0.6897,a
1.246,5.331,4.323,5.422,5.901,2.57,5.094,2.134,2.351,1.099,5.47,0.6982,a
1.138,5.663,4.576,5.333,5.886,2.74,5.103,2.125,2.313,1.171,5.701,0.6946,a
0.9839,5.391,4.468,5.557,5.918,2.683,5.15,2.172,2.283,1.099,5.123,0.6738,a
1.096,5.411,4.46,5.441,5.88,2.941,5.16,2.212,2.378,1.34,4.989,0.6226,a
1.052,5.323,4.354,5.515,5.87,2.799,5.121,2.173,2.191,1.284,4.867,0.6433,a
0.9668,5.564,4.559,5.549,5.912,2.747,5.012,2.08,2.3,1.195,5.276,0.6958,a
0.9082,5.493,4.406,5.385,5.929,2.676,5.027,2.03,2.178,1.272,4.675,0.6555,a
0.9656,5.477,4.485,5.441,5.913,2.799,5.083,2.191,2.288,1.204,4.768,0.625,a
0.9937,5.577,4.639,5.546,5.907,2.772,5.231,2.263,2.269,1.229,5.472,0.6604,a
0.9924,5.71,4.319,5.502,5.975,2.628,5.228,2.211,2.354,1.219,5.239,0.7349,a
0.918,5.353,4.386,5.339,5.941,2.843,5.021,2.164,2.242,1.094,5.291,0.6836,a
0.9314,5.436,4.539,5.566,5.98,2.795,5.116,2.22,2.257,1.268,5.405,0.7202,a
0.8789,5.546,4.32,5.576,5.919,2.921,5.101,2.244,2.136,1.323,4.813,0.6702,a
0.957,5.762,4.401,5.343,5.92,2.784,4.983,2.223,2.236,1.21,5.61,0.7324,a
0.8765,5.674,4.241,5.465,5.911,2.744,4.998,2.089,2.177,1.133,4.888,0.7776,a
0.8179,5.757,4.55,5.563,5.952,2.808,4.958,2.192,2.286,1.211,4.963,0.7056,a
0.8826,5.646,4.298,5.511,5.92,2.72,4.988,2.229,2.296,1.282,4.763,0.697,a
0.8899,5.696,4.241,5.393,5.923,2.816,4.951,2.085,2.312,1.196,5.612,0.7361,a
0.8362,5.808,4.27,5.431,5.901,2.722,5.042,2.052,2.207,1.256,5.631,0.73,a
0.8813,5.699,4.547,5.405,5.901,2.786,5.033,2.119,2.142,1.149,5.121,0.6348,a
0.8167,5.427,4.493,5.298,5.925,2.668,4.962,2.117,2.125,1.167,5.327,0.564,a
0.8789,5.863,4.496,5.328,5.845,2.725,5.039,2.061,2.129,1.113,5.388,0.73,a
0.7776,5.522,4.241,5.472,5.894,2.715,5.128,2.069,1.984,1.37,4.949,0.6628,a
0.8374,5.554,4.425,5.32,5.917,2.882,5.063,2.2,2.169,1.143,5.514,0.7153,a
0.8313,5.417,4.299,5.406,5.847,2.76,5.084,2.175,2.227,1.173,5.726,0.7166,a
0.6433,5.549,4.447,5.304,5.94,2.703,5.121,2.107,2.124,1.238,5.706,0.7117,a
0.8191,5.793,4.59,5.276,5.875,2.775,5.011,2.137,2.235,1.125,5.211,0.6335,a
0.802,5.936,4.509,5.383,5.89,2.709,5.106,2.129,2.169,1.221,5.365,0.6055,a
0.8679,5.632,4.47,5.483,5.905,2.711,4.968,2.057,2.08,1.194,5.208,0.6299,a
0.8167,5.879,4.482,5.45,5.886,2.759,5.083,2.084,2.255,1.221,5.342,0.7031,a
0.7593,5.232,4.404,5.437,5.944,2.769,4.985,2.107,2.283,1.26,5.364,0.7178,a
0.8569,5.312,4.265,5.381,5.896,2.727,5.084,2.115,2.173,1.21,5.125,0.6543,a
0.885,5.627,4.385,5.289,5.913,2.765,5.139,2.101,2.203,1.169,5.67,0.5798,a
0.8032,5.488,4.497,5.493,5.919,2.732,5.261,1.969,2.014,1.189,5.807,0.6226,a
0.8716,5.524,4.362,5.392,5.958,2.728,5.112,2.184,2.126,1.169,5.342,0.658,a
0.8655,5.785,4.452,5.417,5.924,2.736,5.037,2.141,2.208,1.104,5.524,0.6689,a
0.8069,5.599,4.537,5.592,5.947,2.726,5.032,2.062,2.125,1.185,5.767,0.7214,a
0.7837,5.41,4.536,5.333,5.928,2.759,5.143,2.097,2.081,1.093,5.419,0.708,a
0.8777,5.42,4.509,5.424,5.887,2.804,4.889,2.083,2.097,1.146,5.37,0.7642,a
0.8203,5.562,4.406,5.486,5.858,2.76,5.217,2.085,2.032,1.263,5.383,0.7581,a
0.6311,5.619,4.546,5.298,5.89,2.781,5.023,2.028,2.206,1.111,5.563,0.7104,a
0.8228,5.51,4.574,5.464,5.968,2.664,5.023,2.048,2.214,1.218,5.343,0.7056,a
0.8301,5.657,4.597,5.221,5.867,2.817,5.034,2.042,2.224,1.184,5.529,0.7153,a
2.969,3.61,1.483,1.013,2.614,0.1392,1.051,0.1575,0.2698,0.2527,4.68,0.1575,a
2.975,3.291,1.493,1.035,2.727,0.1221,1.217,0.26,0.2271,0.2454,5.696,0.105,a
3.086,3.483,1.694,1.045,2.474,0.1709,1.025,0.2966,0.2612,0.2747,5.571,0.06714,a
3.049,3.374,1.567,1.005,2.413,0.1599,1.133,0.2844,0.2527,0.2698,4.824,0.1672,a
3.154,3.641,1.598,0.9937,2.554,0.2026,1.121,0.2966,0.2515,0.06226,5.261,0.1526,a
3.075,3.428,1.493,0.8496,2.649,0.2515,1.033,0.2405,0.2332,0.1135,5.538,0.1929,a
2.858,3.531,1.613,0.9863,2.467,0.2271,1.019,0.1794,0.2405,0.1868,5.247,0.1318,a
3.037,3.42,1.617,0.8691,2.501,0.3638,1.011,0.2637,0.1868,0.2783,4.993,0.2014,a
2.976,3.719,1.63,0.9802,2.675,0.1807,1.099,0.2222,0.2185,0.271,5.217,0.2075,a
2.881,3.712,1.472,0.9949,2.856,0.2417,1.077,0.2515,0.2344,0.08179,5.476,0.1855,a
3.184,3.374,1.663,1.011,2.896,0.2502,1.078,0.2234,0.2832,0.1855,5.416,0.05615,a
2.975,3.348,1.628,0.8813,2.836,0.2759,1.078,0.3284,0.2673,0.2612,4.902,0.1514,a
2.971,3.528,1.488,1.012,2.909,0.05859,1.122,0.3088,0.07935,0.05615,5.637,0.1147,a
3.163,3.354,1.661,0.9607,2.811,0.2307,1.119,0.2271,0.03662,0.1733,5.283,0.1367,a
2.937,3.629,1.482,1.029,2.848,0.188,1.132,0.304,0.249,0.1099,5.573,0.1831,a
3.04,3.363,1.737,1.062,2.847,0.1697,1.085,0.3406,0.1306,0.2026,5.448,0.0647,a
2.871,3.351,1.565,0.9668,2.749,0.1929,1.105,0.1819,0.3198,0.1807,4.845,0.1013,a
3.156,3.323,1.553,0.8789,3.402,0.2673,1.04,0.2722,0.155,0.02319,5.341,0.1392,a
3.223,3.45,1.696,0.929,3.175,0.1416,1.036,0.293,0.282,0.1245,5.403,0.2014,a
2.909,3.832,1.433,0.9705,3.342,0.1611,1.078,0.2405,0.3967,0.1599,5.233,0.1562,a
3.049,3.312,1.674,0.9204,3.154,0.1538,1.116,0.2771,0.2673,0.3369,4.873,0.05493,a
3.219,3.608,1.614,1.047,3.269,0.1489,1.198,0.282,0.3699,0.2014,5.361,0.105,a
3.029,3.512,1.61,0.9717,2.941,0.1733,1.119,0.2747,0.321,0.1929,5.208,0.08789,a
2.858,3.617,1.663,1.093,3.217,0.1575,1.147,0.3186,0.4321,0.1794,5.624,0.2393,a
3.074,3.629,1.635,1.014,3.19,0.1562,1.071,0.2905,0.3198,0.166,5.198,0.1123,a
3.094,3.518,1.509,1.005,3.159,0.2234,1.204,0.2527,0.2283,0.2222,5.233,0.2075,a
2.883,3.525,1.591,0.9717,3.339,0.2283,1.168,0.3564,0.3394,0.2905,4.978,0.2319,a
2.803,3.538,1.622,1.055,3.212,0.1892,1.133,0.3333,0.3369,0.2283,5.12,0.1099,a
3.192,3.601,1.611,1.047,3.372,0.304,1.135,0.4175,0.2771,0.3088,5.4,0.2319,a
2.955,3.557,1.663,1.04,3.264,0.2026,1.151,0.3149,0.3125,0.2075,4.852,0.1147,a
3.069,3.459,1.846,0.8289,3.119,0.1282,1.156,0.3186,0.2966,0.2271,4.929,0.1904,a
3.052,3.26,1.575,0.8521,3.099,0.2295,1.246,0.3088,0.2002,0.1611,5.399,-0.006104,a
2.96,3.514,1.516,1.14,3.198,0.09521,1.122,0.2893,0.3833,0.1843,5.634,0.1196,a
3.07,3.538,1.584,1.034,3.225,0.2063,1.262,0.343,0.2856,0.1807,5.33,0.1257,a
3.058,3.607,1.833,1.086,3.337,0.2307,1.154,0.3088,0.3491,0.2087,5.415,0.1465,a
2.889,3.599,2.714,1.057,3.203,0.1599,1.222,0.3381,0.3601,0.2148,5.46,0.2551,a
3.104,3.778,3.392,1.062,4.453,0.2075,1.248,0.4248,0.4602,0.26,5.283,0.1172,a
2.938,4.331,3.499,1.021,5.2,0.3821,1.228,0.4736,0.3503,0.2832,5.425,0.1111,a
2.745,4.661,3.512,1.11,5.49,0.4138,1.204,0.6238,0.575,0.2478,4.929,0.2075,a
2.867,4.996,3.828,1.096,5.468,0.4797,1.212,0.8191,0.7556,0.5164,5.609,0.293,a
2.487,5.063,4.015,1.213,5.638,0.7275,1.427,0.9045,0.8386,0.4614,5.04,0.3516,a
2.557,5.293,4.105,1.351,5.74,0.9277,1.456,0.9534,0.9106,0.7202,5.209,0.3027,a
2.604,5.438,3.949,1.344,5.735,1.14,1.674,1.016,0.929,0.4297,5.505,0.3979,a
2.278,5.062,3.752,1.497,5.56,1.15,1.91,1.147,0.9802,0.6287,5.612,0.3918,a
2.415,5.405,3.967,1.649,5.649,1.239,2.024,1.179,1.014,0.5786,5.596,0.3088,a
2.28,5.161,3.921,1.736,5.728,1.318,2.264,1.205,0.8435,0.6396,5.499,0.376,a
2.134,5.51,3.966,1.829,5.481,1.409,2.64,1.16,0.968,0.7068,5.413,0.3577,a
2.183,5.469,3.662,1.794,5.63,1.466,2.876,1.19,0.9851,0.5591,5.14,0.3809,a
2.119,4.976,3.618,1.844,5.391,1.459,3.165,1.165,1.031,0.603,5.54,0.3979,a
2.181,5.481,3.729,1.88,5.463,1.715,3.333,1.188,1.187,0.6238,5.596,0.4687,a
2.067,5.457,3.934,2.013,5.61,1.56,3.705,1.368,1.15,0.7471,5.616,0.4639,a
1.919,4.984,3.622,2.012,5.311,1.652,3.813,1.13,1.224,0.5933,5.363,0.3979,a
2.125,5.458,3.717,2.043,5.591,1.617,3.848,1.176,1.101,0.5835,5.258,0.2673,a
1.875,5.32,3.76,2.102,5.613,1.727,4.156,1.199,1.017,0.7434,4.806,0.3979,a
2.008,5.131,3.596,2.108,5.608,1.619,4.146,1.254,1.127,0.6934,5.576,0.4285,a
1.814,4.944,3.508,2.062,5.548,1.781,4.541,1.134,1.088,0.6702,4.961,0.4919,a
1.754,5.259,3.662,2.249,5.492,1.865,4.564,1.245,1.139,0.7361,5.422,0.2783,a
1.794,4.963,3.892,2.255,5.312,1.744,4.584,1.178,1.121,0.6396,5.126,0.5566,a
1.759,5.403,3.888,2.198,5.695,1.682,4.69,1.196,1.085,0.7007,5.698,0.4358,a
1.779,5.487,3.483,2.217,5.565,1.714,4.78,1.143,1.156,0.7544,5.652,0.4797,a
1.73,5.569,3.652,2.211,5.389,1.709,4.948,1.091,1.046,0.5603,4.819,0.4529,a
1.747,5.504,3.629,2.263,5.527,1.7,4.945,1.111,1.176,0.6519,5.027,0.4407,a
1.635,5.153,3.661,2.172,5.571,1.823,5.011,1.019,1.084,0.5933,5.422,0.2722,a
1.633,5.668,3.582,2.078,5.61,1.761,4.958,1.124,1.089,0.614,4.941,0.3674,a
1.91,5.453,3.854,2.255,5.563,1.79,4.919,1.211,1.155,0.6311,5.613,0.4346,a
1.714,4.944,3.599,2.295,5.624,1.893,4.987,0.9705,1.199,0.6982,5.494,0.4419,a
1.65,5.698,3.569,2.421,5.774,1.682,5.05,1.156,1.106,0.5981,4.932,0.481,a
1.583,5.339,3.777,2.22,5.63,1.602,5.131,1.194,1.115,0.6689,4.875,0.4761,a
1.699,5.089,3.623,2.317,5.719,1.75,5.081,0.9375,1.133,0.6323,5.243,0.3992,a
1.581,5.485,3.86,2.419,5.474,1.737,5.186,1.146,1.149,0.7336,5.447,0.3784,a
1.538,4.973,3.538,2.3,5.546,1.681,5.059,1.213,1.06,0.6934,5.792,0.3906,a
1.527,5.305,3.655,2.444,5.673,1.724,5.12,1.195,1.086,0.6653,5.298,0.437,a
1.522,5.469,3.711,2.258,5.679,1.677,5.094,1.139,0.9766,0.6311,5.054,0.354,a
1.588,5.671,3.842,2.507,5.725,1.725,5.184,1.221,1.154,0.7458,5.588,0.4016,a
1.493,5.076,3.722,2.289,5.613,1.608,5.029,1.123,1.108,0.6567,4.714,0.3918,a
1.666,5.166,3.564,2.404,5.765,1.694,4.983,1.2,1.13,0.6042,5.669,0.1306,a
1.349,4.965,3.687,2.307,5.497,1.791,5.048,1.173,1.03,0.6726,5.37,0.3662,a
1.528,5.671,3.604,2.371,5.627,1.578,5.049,1.151,1.021,0.7202,5.579,0.4175,a
1.497,5.647,3.533,2.258,5.438,1.693,5.2,1.058,1.105,0.7007,5.426,0.2893,a
1.416,5.659,3.839,2.273,5.496,1.611,5.062,1.172,1.091,0.6079,4.729,0.376,a
1.523,5.487,3.798,2.349,5.691,1.724,5.052,1.128,1.035,0.6665,5.673,0.4321,a
1.501,5.646,3.632,2.418,5.681,1.675,5.004,1.144,1.084,0.5701,4.81,0.3857,a
1.514,5.671,3.491,2.43,5.629,1.589,4.978,1.029,1.068,0.6421,5.591,0.3625,a
1.382,5.181,3.486,2.41,5.721,1.646,5.06,1.006,0.9875,0.592,5.524,0.3857,a
1.373,5.631,3.701,2.3,5.699,1.666,5.078,1.083,1.002,0.5737,5.629,0.3381,a
1.558,5.052,3.777,2.416,5.704,1.626,5.167,1.207,1.097,0.5115,5.459,0.3723,a
1.571,5.228,3.672,2.506,5.365,1.626,5.083,1.102,1.069,0.7678,4.919,0.3577,a
1.436,4.869,3.845,2.361,5.669,1.544,5.084,1.045,1.039,0.6909,5.408,0.3662,a
1.328,5.653,3.669,2.574,5.555,1.615,5.155,1.079,1.067,0.5615,5.471,0.365,a
1.427,5.61,3.578,2.379,5.551,1.508,5.188,1.116,0.9839,0.5933,4.866,0.3357,a
1.422,5.729,3.724,2.542,5.513,1.567,5.027,0.9851,0.9888,0.6775,5.507,0.3979,a
1.357,5.288,3.842,2.489,5.4,1.628,5.094,1.051,0.9656,0.6665,5.394,0.415,a
1.893,3.591,2.13,1.095,3.029,0.1697,1.469,0.2661,0.2197,0.1831,5.353,0.1941,a
2.035,3.534,2.096,1.195,3.047,0.2271,1.521,0.1929,0.332,0.2332,4.762,0.1843,a
2.052,3.839,2.112,1.116,3.257,0.2441,1.404,0.2551,0.2405,0.238,5.586,0.1392,a
2.103,3.458,2.075,1.177,3.027,0.304,1.47,0.2466,0.2942,0.2759,4.934,0.2161,a
2.014,3.887,2.058,1.157,3.047,0.343,1.344,0.2686,0.3857,0.1404,5.287,0.03418,a
2.148,3.606,2.123,1.169,3.013,0.2966,1.379,0.2319,0.3394,0.2405,5.039,0.1282,a
1.968,3.702,2.08,1.176,3.17,0.2527,1.521,0.2209,0.2795,0.1428,5.67,0.08057,a
1.962,3.793,2,1.185,3.007,0.2173,1.447,0.05371,0.1074,0.1953,5.212,0.1099,a
2.092,3.721,2.068,1.108,3.086,0.1562,1.487,0.3076,0.177,0.1294,5.695,0.07812,a
2.043,3.615,2.001,1.078,3.16,0.08057,1.477,0.3198,0.3088,0.2209,5.331,0.04028,a
2.17,3.701,1.941,1.106,3.105,0.1733,1.484,0.354,0.2417,0.1819,5.199,0.1453,a
2.184,3.674,2.046,1.193,3.206,0.2979,1.476,0.2356,0.448,0.2795,5.409,0.155,a
1.962,3.656,1.992,1.168,3.169,0.2917,1.466,0.293,0.2783,0.2466,5.337,0.1831,a
2.039,3.75,2.074,1.21,3.074,0.2063,1.552,0.2441,0.1733,0.3137,4.796,0.1855,a
2.201,3.759,1.942,1.217,3.068,0.3259,1.46,0.2368,0.2466,0.09766,5.564,0.2893,a
1.971,3.95,1.865,1.184,3.075,0.2502,1.486,0.2698,0.2197,0.2234,5.46,0.1147,a
2.135,3.74,1.919,1.11,3.191,0.3003,1.503,0.4529,0.365,0.2295,5.73,0.08301,a
1.948,3.898,1.979,1.064,3.208,0.2087,1.436,0.2466,0.3333,0.1416,4.806,0.2991,a
2.1,3.578,1.976,1.13,3.031,0.2869,1.445,0.4614,0.2661,0.2661,5.388,0.2417,a
2.032,3.879,1.93,1.104,3.182,0.1648,1.404,0.2771,0.3113,0.1965,5.714,0.1489,a
2.062,3.792,2.04,1.072,3.254,0.2576,1.403,0.2368,0.3113,0.1416,5.332,0.03418,a
1.982,3.767,1.949,1.167,3.199,0.2502,1.475,0.177,0.3296,0.3394,5.443,0.1111,a
1.991,3.856,1.964,1.222,3.093,0.2429,1.44,0.2246,0.2942,0.1721,4.934,0.1001,a
1.94,3.615,1.902,1.128,2.966,0.2478,1.42,0.2368,0.2161,0.1587,5.156,0.155,a
2.126,3.572,1.863,1.19,3.076,0.2625,1.423,0.238,0.2441,0.1074,5.248,0.2246,a
2.156,3.481,2.02,1.089,3.297,0.2222,1.403,0.1575,0.1355,0.1343,5.387,0.04272,a
2.074,3.878,1.92,1.232,3.019,0.1904,1.346,0.3601,0.3162,0.2417,5.338,0.1782,a
2.144,3.579,2.017,1.101,3.164,0.1953,1.541,0.1575,0.3406,0.1331,4.98,0.1831,a
1.915,3.838,2.052,1.158,3.195,0.2429,1.482,0.2271,0.282,0.2954,5.654,0.06714,a
2.023,3.459,2.013,1.132,3.047,0.04883,1.428,0.1526,0.2881,0.1917,5.101,0.1599,a
2.115,3.695,1.885,1.21,3.146,0.3528,1.501,0.2405,0.3223,0.1685,5.619,0.1941,a
